filename,question_number,topic,confidence
0607_s25_qp_42.json,11(a)(iii),functions,high
0607_s25_qp_42.json,11(b),inequalities,high
0607_s25_qp_42.json,12(a),topics in arithmetic,high
0607_s25_qp_42.json,12(b),logarithms,high
0607_s25_qp_42.json,13,functions,high
0607_s25_qp_42.json,14(a),variation and proportion,high
0607_s25_qp_42.json,14(b),variation and proportion,high
0607_s25_qp_42.json,15(a),trigonometry,high
0607_s25_qp_42.json,15(b),trigonometry,high
0607_s25_qp_42.json,15(c),trigonometry,high
0607_s25_qp_42.json,15(d),similarity,high
0607_s25_qp_42.json,16(a),Pythagoras,high
0607_s25_qp_42.json,16(b),Pythagoras,high
0607_s25_qp_43.json,1,transformations,high
0607_s25_qp_43.json,2,topics in arithmetic,high
0607_s25_qp_43.json,3,topics in arithmetic,high
0607_s25_qp_43.json,4,angles,high
0607_s25_qp_43.json,5,solving linear equations,high
0607_s25_qp_43.json,6,trigonometry,high
0607_s25_qp_43.json,7(a),statistics,high
0607_s25_qp_43.json,7(b)(i),straight lines,high
0607_s25_qp_43.json,7(b)(ii),straight lines,high
0607_s25_qp_43.json,8(a),functions,high
0607_s25_qp_43.json,8(b),functions,high
0607_s25_qp_43.json,8(c),functions,high
0607_s25_qp_43.json,8(d),functions,high
0607_s25_qp_43.json,8(e),functions,high
0607_s25_qp_43.json,9,mensuration,high
0607_s25_qp_43.json,10,statistics,high
0607_s25_qp_43.json,11,vectors,high
0607_s25_qp_43.json,12,variation and proportion,high
0607_s25_qp_43.json,13,mensuration,high
0607_s25_qp_43.json,14(a),expanding and factorising,high
0607_s25_qp_43.json,14(b)(i),solving quadratic equations,high
0607_s25_qp_43.json,14(b)(ii),expanding and factorising,high
0607_s25_qp_43.json,14(b)(iii),solving quadratic equations,high
0607_s25_qp_43.json,15,trigonometry,high
0607_s25_qp_43.json,16(a),sets and Venn diagrams,high
0607_s25_qp_43.json,16(b),sets and Venn diagrams,high
0607_s25_qp_43.json,17(a),functions,high
0607_s25_qp_43.json,17(b),functions,high
0607_s25_qp_43.json,17(c),functions,high
0607_s25_qp_43.json,17(d),functions,high
0607_s25_qp_43.json,18(a),topics in arithmetic,high
0607_s25_qp_43.json,18(b),logarithms,high
0607_s25_qp_43.json,18(c),topics in arithmetic,high
0607_s25_qp_43.json,19,similarity,high
0607_s25_qp_43.json,20,expanding and factorising,high
0607_s25_qp_43.json,21,straight lines,high
0607_w14_qp_21.json,1(a),topics in arithmetic,high
0607_w14_qp_21.json,1(b),topics in arithmetic,high
0607_w14_qp_21.json,2(a),angles,high
0607_w14_qp_21.json,2(b),angles,high
0607_w14_qp_21.json,3(a),exponents and surds,high
0607_w14_qp_21.json,3(b),exponents and surds,high
0607_w14_qp_21.json,4(a),topics in arithmetic,high
0607_w14_qp_21.json,4(b)(i),topics in arithmetic,high
0607_w14_qp_21.json,4(b)(ii),topics in arithmetic,high
0607_w14_qp_21.json,5(a),inequalities,high
0607_w14_qp_21.json,5(b),inequalities,high
0607_w14_qp_21.json,6(a),probability,high
0607_w14_qp_21.json,6(b)(i),probability,high
0607_w14_qp_21.json,6(b)(ii),probability,high
0607_w14_qp_21.json,7(a),statistics,high
0607_w14_qp_21.json,7(b)(i),statistics,high
0607_w14_qp_21.json,7(b)(ii),statistics,high
0607_w14_qp_21.json,8(a),topics in arithmetic,high
0607_w14_qp_21.json,8(b),topics in arithmetic,high
0607_w14_qp_21.json,9,straight lines,medium
0607_w14_qp_21.json,10(a),expanding and factorising,high
0607_w14_qp_21.json,10(b),expanding and factorising,high
0607_w14_qp_21.json,11(a),logarithms,high
0607_w14_qp_21.json,11(b),logarithms,high
0607_w14_qp_22.json,1,solving linear equations,high
0607_w14_qp_22.json,2,sequences,high
0607_w14_qp_22.json,3,exponents and surds,high
0607_w14_qp_22.json,4,exponents and surds,high
0607_w14_qp_22.json,5(a),angles,medium
0607_w14_qp_22.json,5(b),angles,medium
0607_w14_qp_22.json,6(a),expanding and factorising,high
0607_w14_qp_22.json,6(b),expanding and factorising,high
0607_w14_qp_22.json,7,probability,high
0607_w14_qp_22.json,8(a),variation and proportion,high
0607_w14_qp_22.json,8(b),variation and proportion,high
0607_w14_qp_22.json,8(c),variation and proportion,high
0607_w14_qp_22.json,9(a),logarithms,high
0607_w14_qp_22.json,9(b),logarithms,high
0607_w14_qp_22.json,10(a)(i),straight lines,high
0607_w14_qp_22.json,10(a)(ii),straight lines,high
0607_w14_qp_22.json,10(a)(iii),straight lines,high
0607_w14_qp_22.json,10(b),straight lines,high
0607_w14_qp_22.json,11,transformations,high
0607_w14_qp_22.json,12,functions,high
0607_w14_qp_23.json,1(a),sequences,high
0607_w14_qp_23.json,1(b),sequences,high
0607_w14_qp_23.json,2(a),solving linear equations,high
0607_w14_qp_23.json,2(b),solving linear equations,high
0607_w14_qp_23.json,3,topics in arithmetic,high
0607_w14_qp_23.json,4(a),exponents and surds,high
0607_w14_qp_23.json,4(b)(i),exponents and surds,high
0607_w14_qp_23.json,4(b)(ii),exponents and surds,high
0607_w14_qp_23.json,5,sets and Venn diagrams,high
0607_w14_qp_23.json,6(a),trigonometry,high
0607_w14_qp_23.json,6(b),trigonometry,high
0607_w14_qp_23.json,7(a),expanding and factorising,high
0607_w14_qp_23.json,7(b),expanding and factorising,high
0607_w14_qp_23.json,8(a),vectors,high
0607_w14_qp_23.json,8(b),vectors,high
0607_w14_qp_23.json,9,circle theorems,high
0607_w14_qp_23.json,10(a),functions,high
0607_w14_qp_23.json,10(b),functions,high
0607_w14_qp_23.json,10(c),functions,high
0607_w14_qp_41.json,1(a),inequalities,high
0607_w14_qp_41.json,1(b),inequalities,high
0607_w14_qp_41.json,2(a),statistics,high
0607_w14_qp_41.json,2(b),statistics,high
0607_w14_qp_41.json,2(c),straight lines,high
0607_w14_qp_41.json,2(d)(i),straight lines,high
0607_w14_qp_41.json,2(d)(ii),statistics,high
0607_w14_qp_41.json,3(a),functions,high
0607_w14_qp_41.json,3(b),functions,high
0607_w14_qp_41.json,3(c),functions,high
0607_w14_qp_41.json,3(d),inequalities,high
0607_w14_qp_41.json,4(a)(i),sequences,high
0607_w14_qp_41.json,4(a)(ii),sequences,high
0607_w14_qp_41.json,4(b)(i),sequences,high
0607_w14_qp_41.json,4(b)(ii),sequences,high
0607_w14_qp_41.json,5(a),mensuration,high
0607_w14_qp_41.json,5(b),trigonometry,high
0607_w14_qp_41.json,5(c),mensuration,high
0607_w14_qp_41.json,6(a)(i),vectors,high
0607_w14_qp_41.json,6(a)(ii),vectors,high
0607_w14_qp_41.json,6(b),vectors,high
0607_w14_qp_41.json,6(c)(i),vectors,high
0607_w14_qp_41.json,6(c)(ii),vectors,high
0607_w14_qp_41.json,7(a),sets and Venn diagrams,high
0607_w14_qp_41.json,7(b)(i),probability,high
0607_w14_qp_41.json,7(b)(ii),probability,high
0607_w14_qp_41.json,7(c)(i),probability,high
0607_w14_qp_41.json,7(c)(ii),probability,high
0607_w14_qp_41.json,8(a)(i),angles,high
0607_w14_qp_41.json,8(a)(ii),angles,high
0607_w14_qp_41.json,8(b)(i),similarity,high
0607_w14_qp_41.json,8(b)(ii),similarity,high
0607_w14_qp_41.json,8(b)(iii),similarity,high
0607_w14_qp_41.json,9(a)(i),statistics,high
0607_w14_qp_41.json,9(a)(ii),statistics,high
0607_w14_qp_41.json,9(a)(iii),statistics,high
0607_w14_qp_41.json,9(b),statistics,high
0607_w14_qp_41.json,9(c),statistics,high
0607_w14_qp_41.json,10(a)(i),functions,high
0607_w14_qp_41.json,10(a)(ii),functions,high
0607_w14_qp_41.json,10(b)(i),functions,high
0607_w14_qp_41.json,10(b)(ii),functions,high
0607_w14_qp_41.json,10(c),functions,high
0607_w14_qp_41.json,11(a),topics in arithmetic,high
0607_w14_qp_41.json,11(b)(i),topics in arithmetic,high
0607_w14_qp_41.json,11(b)(ii),topics in arithmetic,high
0607_w14_qp_41.json,11(c),topics in arithmetic,high
0607_w14_qp_41.json,11(d),topics in arithmetic,high
0607_w14_qp_41.json,12(a),trigonometry,high
0607_w14_qp_41.json,12(b)(i),solving quadratic equations,high
0607_w14_qp_41.json,12(b)(ii),trigonometry,high
0607_w14_qp_41.json,12(c),variation and proportion,high
0607_w14_qp_41.json,13(a),functions,high
0607_w14_qp_41.json,13(b),functions,high
0607_w14_qp_41.json,13(c),functions,high
0607_w14_qp_41.json,13(d),functions,high
0607_w14_qp_42.json,1(a),topics in arithmetic,high
0607_w14_qp_42.json,1(b),topics in arithmetic,high
0607_w14_qp_42.json,1(c)(i),topics in arithmetic,high
0607_w14_qp_42.json,1(c)(ii),logarithms,medium
0607_w14_qp_42.json,2(a),topics in arithmetic,high
0607_w14_qp_42.json,2(b),topics in arithmetic,high
0607_w14_qp_42.json,2(c),topics in arithmetic,high
0607_w14_qp_42.json,2(d),topics in arithmetic,high
0607_w14_qp_42.json,2(e),topics in arithmetic,high
0607_w14_qp_42.json,3(a)(i),sets and Venn diagrams,high
0607_w14_qp_42.json,3(a)(ii),sets and Venn diagrams,high
0607_w14_qp_42.json,3(a)(iii),sets and Venn diagrams,high
0607_w14_qp_42.json,3(b)(i),probability,high
0607_w14_qp_42.json,3(b)(ii),probability,high
0607_w14_qp_42.json,3(c),probability,high
0607_w14_qp_42.json,4(a),functions,high
0607_w14_qp_42.json,4(b)(i),functions,high
0607_w14_qp_42.json,4(b)(ii),functions,high
0607_w14_qp_42.json,4(c),functions,high
0607_w14_qp_42.json,4(d),functions,high
0607_w14_qp_42.json,4(e),functions,high
0607_w14_qp_42.json,4(f)(i),straight lines,high
0607_w14_qp_42.json,4(f)(ii),functions,high
0607_w14_qp_42.json,4(g)(i),functions,high
0607_w14_qp_42.json,4(g)(ii),inequalities,high
0607_w14_qp_42.json,5(a),angles,high
0607_w14_qp_42.json,5(b),angles,high
0607_w14_qp_42.json,5(c)(i),circle theorems,high
0607_w14_qp_42.json,5(c)(ii),circle theorems,high
0607_w14_qp_42.json,5(c)(iii),circle theorems,high
0607_w14_qp_42.json,6(a)(i),statistics,high
0607_w14_qp_42.json,6(a)(ii),statistics,high
0607_w14_qp_42.json,6(b)(i),statistics,high
0607_w14_qp_42.json,6(b)(ii),statistics,high
0607_w14_qp_42.json,6(b)(iii),statistics,high
0607_w14_qp_42.json,7(a),simultaneous equations,high
0607_w14_qp_42.json,7(b),solving linear equations,high
0607_w14_qp_42.json,7(c)(i),solving linear equations,high
0607_w14_qp_42.json,7(c)(ii),solving linear equations,high
0607_w14_qp_42.json,7(c)(iii),solving quadratic equations,high
0607_w14_qp_42.json,8(a),trigonometry,high
0607_w14_qp_42.json,8(b),trigonometry,high
0607_w14_qp_42.json,8(c),mensuration,high
0607_w14_qp_42.json,8(d)(i),trigonometry,high
0607_w14_qp_42.json,8(d)(ii),trigonometry,high
0607_w14_qp_42.json,9(a),mensuration,high
0607_w14_qp_42.json,9(b),mensuration,high
0607_w14_qp_42.json,9(c),topics in arithmetic,high
0607_w14_qp_42.json,10(a)(i),vectors,high
0607_w14_qp_42.json,10(a)(ii),vectors,high
0607_w14_qp_42.json,10(b)(i),vectors,high
0607_w14_qp_42.json,10(b)(ii),vectors,high
0607_w14_qp_42.json,11(a),functions,high
0607_w14_qp_42.json,11(b)(i),transformations,high
0607_w14_qp_42.json,11(b)(ii),transformations,high
0607_w14_qp_42.json,11(c)(i),functions,high
0607_w14_qp_42.json,11(c)(ii)(a),transformations,high
0607_w14_qp_42.json,11(c)(ii)(b),transformations,high
0607_w14_qp_42.json,12(a),similarity,high
0607_w14_qp_42.json,12(b),similarity,high
0607_w14_qp_43.json,1(a),topics in arithmetic,high
0607_w14_qp_43.json,1(b)(i),topics in arithmetic,high
0607_w14_qp_43.json,1(b)(ii),topics in arithmetic,high
0607_w14_qp_43.json,2(a),straight lines,high
0607_w14_qp_43.json,2(b),straight lines,high
0607_w14_qp_43.json,2(c),straight lines,high
0607_w14_qp_43.json,3(a),transformations,high
0607_w14_qp_43.json,3(b)(i),transformations,high
0607_w14_qp_43.json,3(b)(ii),transformations,high
0607_w14_qp_43.json,3(c),transformations,high
0607_w14_qp_43.json,4(a),trigonometry,high
0607_w14_qp_43.json,4(b),mensuration,high
0607_w14_qp_43.json,4(c),mensuration,high
0607_w14_qp_43.json,4(d),trigonometry,high
0607_w14_qp_43.json,4(e),mensuration,high
0607_w14_qp_43.json,5(a),functions,high
0607_w14_qp_43.json,5(b),functions,high
0607_w14_qp_43.json,5(c),functions,high
0607_w14_qp_43.json,5(d)(i),functions,high
0607_w14_qp_43.json,5(d)(ii),inequalities,high
0607_w14_qp_43.json,6(a),similarity,high
0607_w14_qp_43.json,6(b),similarity,high
0607_w14_qp_43.json,7(a)(i),vectors,high
0607_w14_qp_43.json,7(a)(ii),vectors,high
0607_w14_qp_43.json,7(a)(iii),vectors,high
0607_w14_qp_43.json,7(b)(i),vectors,high
0607_w14_qp_43.json,7(b)(ii),vectors,high
0607_w14_qp_43.json,7(c),vectors,high
0607_w14_qp_43.json,8(a),trigonometry,high
0607_w14_qp_43.json,8(b)(i),trigonometry,high
0607_w14_qp_43.json,8(b)(ii),trigonometry,high
0607_w14_qp_43.json,8(c)(i),topics in arithmetic,high
0607_w14_qp_43.json,8(c)(ii),topics in arithmetic,high
0607_w14_qp_43.json,9(a),probability,high
0607_w14_qp_43.json,9(b)(i),probability,high
0607_w14_qp_43.json,9(b)(ii),probability,high
0607_w14_qp_43.json,9(c),probability,high
0607_w14_qp_43.json,10(a),statistics,high
0607_w14_qp_43.json,10(b),statistics,high
0607_w14_qp_43.json,10(c),statistics,high
0607_w14_qp_43.json,10(d),statistics,high
0607_w14_qp_43.json,10(e)(i),statistics,high
0607_w14_qp_43.json,10(e)(ii),statistics,high
0607_w14_qp_43.json,10(f),statistics,high
0607_w14_qp_43.json,11(a),functions,high
0607_w14_qp_43.json,11(b),functions,high
0607_w14_qp_43.json,11(c)(i),functions,high
0607_w14_qp_43.json,11(c)(ii),functions,high
0607_w14_qp_43.json,12(a),expanding and factorising,high
0607_w14_qp_43.json,12(b),solving quadratic equations,high
0607_w14_qp_43.json,12(c),functions,high
0607_w14_qp_43.json,12(d),mensuration,high
0607_w15_qp_21.json,1,topics in arithmetic,high
0607_w15_qp_21.json,2,topics in arithmetic,high
0607_w15_qp_21.json,3(a),topics in arithmetic,high
0607_w15_qp_21.json,3(b),exponents and surds,high
0607_w15_qp_21.json,4,topics in arithmetic,high
0607_w15_qp_21.json,5,exponents and surds,high
0607_w15_qp_21.json,6(a),solving linear equations,high
0607_w15_qp_21.json,6(b),solving linear equations,high
0607_w15_qp_21.json,7,trigonometry,high
0607_w15_qp_21.json,8(a),statistics,high
0607_w15_qp_21.json,8(b),statistics,high
0607_w15_qp_21.json,9(a),exponents and surds,high
0607_w15_qp_21.json,9(b),exponents and surds,high
0607_w15_qp_21.json,9(c),exponents and surds,high
0607_w15_qp_21.json,9(d),logarithms,high
0607_w15_qp_21.json,10,circle theorems,high
0607_w15_qp_21.json,11,functions,high
0607_w15_qp_21.json,12(a),sets and Venn diagrams,high
0607_w15_qp_21.json,12(b),sets and Venn diagrams,high
0607_w15_qp_21.json,13,straight lines,high
0607_w15_qp_21.json,14(a),variation and proportion,high
0607_w15_qp_21.json,14(b),variation and proportion,high
0607_w15_qp_21.json,15,functions,high
0607_w15_qp_22.json,1(a),topics in arithmetic,high
0607_w15_qp_22.json,1(b),exponents and surds,high
0607_w15_qp_22.json,2(a),solving linear equations,high
0607_w15_qp_22.json,2(b),solving linear equations,high
0607_w15_qp_22.json,3,variation and proportion,high
0607_w15_qp_22.json,4(a),probability,high
0607_w15_qp_22.json,4(b),probability,high
0607_w15_qp_22.json,4(c),probability,high
0607_w15_qp_22.json,5(a),vectors,high
0607_w15_qp_22.json,5(b),vectors,high
0607_w15_qp_22.json,6(a),expanding and factorising,high
0607_w15_qp_22.json,6(b),expanding and factorising,high
0607_w15_qp_22.json,7(a),exponents and surds,high
0607_w15_qp_22.json,7(b),exponents and surds,high
0607_w15_qp_22.json,8(a),circle theorems,high
0607_w15_qp_22.json,8(b),circle theorems,high
0607_w15_qp_22.json,8(c),circle theorems,high
0607_w15_qp_22.json,8(d),circle theorems,high
0607_w15_qp_22.json,9(a),Pythagoras,high
0607_w15_qp_22.json,9(b),trigonometry,high
0607_w15_qp_22.json,10,functions,high
0607_w15_qp_22.json,11,statistics,high
0607_w15_qp_23.json,1,topics in arithmetic,high
0607_w15_qp_23.json,2,topics in arithmetic,high
0607_w15_qp_23.json,3,vectors,high
0607_w15_qp_23.json,4,topics in arithmetic,high
0607_w15_qp_23.json,5,statistics,high
0607_w15_qp_23.json,6,Pythagoras,high
0607_w15_qp_23.json,7,simultaneous equations,high
0607_w15_qp_23.json,8,variation and proportion,high
0607_w15_qp_23.json,9,inequalities,high
0607_w15_qp_23.json,10(a),sequences,high
0607_w15_qp_23.json,10(b),sequences,high
0607_w15_qp_23.json,11,solving linear equations,high
0607_w15_qp_23.json,12,expanding and factorising,high
0607_w15_qp_23.json,13(a),exponents and surds,high
0607_w15_qp_23.json,13(b),exponents and surds,high
0607_w15_qp_23.json,13(c),trigonometry,high
0607_w15_qp_23.json,14,exponents and surds,high
0607_w15_qp_23.json,15,sets and Venn diagrams,high
0607_w15_qp_23.json,16,straight lines,high
0607_w15_qp_23.json,17,exponents and surds,high
0607_w15_qp_23.json,18(a),expanding and factorising,high
0607_w15_qp_23.json,18(b),expanding and factorising,high
0607_w15_qp_23.json,19(a),logarithms,high
0607_w15_qp_23.json,19(b),logarithms,high
0607_w15_qp_23.json,20,functions,high
0607_w15_qp_41.json,1(a),topics in arithmetic,high
0607_w15_qp_41.json,1(b)(i),topics in arithmetic,high
0607_w15_qp_41.json,1(b)(ii),topics in arithmetic,high
0607_w15_qp_41.json,1(c)(i),topics in arithmetic,high
0607_w15_qp_41.json,1(c)(ii),solving linear equations,medium
0607_w15_qp_41.json,2(a)(i),vectors,high
0607_w15_qp_41.json,2(a)(ii),vectors,high
0607_w15_qp_41.json,2(b),transformations,high
0607_w15_qp_41.json,2(c)(i),transformations,high
0607_w15_qp_41.json,2(c)(ii),transformations,high
0607_w15_qp_41.json,2(c)(iii),transformations,high
0607_w15_qp_41.json,3(a),functions,high
0607_w15_qp_41.json,3(b),inequalities,high
0607_w15_qp_41.json,3(c),functions,high
0607_w15_qp_41.json,3(d),functions,high
0607_w15_qp_41.json,3(e),transformations,high
0607_w15_qp_41.json,4(a),similarity,high
0607_w15_qp_41.json,4(b),circle theorems,high
0607_w15_qp_41.json,4(c),similarity,high
0607_w15_qp_41.json,5(a),trigonometry,high
0607_w15_qp_41.json,5(b),trigonometry,high
0607_w15_qp_41.json,5(c),trigonometry,high
0607_w15_qp_41.json,6(a),statistics,high
0607_w15_qp_41.json,6(b),statistics,high
0607_w15_qp_41.json,7(a)(i),mensuration,high
0607_w15_qp_41.json,7(a)(ii),mensuration,high
0607_w15_qp_41.json,7(b),mensuration,high
0607_w15_qp_41.json,7(c)(i),mensuration,high
0607_w15_qp_41.json,7(c)(ii),mensuration,high
0607_w15_qp_41.json,7(c)(iii),mensuration,high
0607_w15_qp_41.json,7(d),mensuration,high
0607_w15_qp_41.json,8(a),functions,high
0607_w15_qp_41.json,8(b),solving quadratic equations,medium
0607_w15_qp_41.json,8(c),solving quadratic equations,high
0607_w15_qp_41.json,8(d)(i),functions,high
0607_w15_qp_41.json,8(d)(ii),functions,high
0607_w15_qp_41.json,8(e)(i),functions,high
0607_w15_qp_41.json,8(e)(ii),functions,high
0607_w15_qp_41.json,9(a)(i),probability,high
0607_w15_qp_41.json,9(a)(ii),probability,high
0607_w15_qp_41.json,9(b),probability,high
0607_w15_qp_41.json,9(c),probability,high
0607_w15_qp_41.json,10(a),functions,high
0607_w15_qp_41.json,10(b),functions,high
0607_w15_qp_41.json,10(c),expanding and factorising,medium
0607_w15_qp_41.json,10(d),logarithms,high
0607_w15_qp_41.json,10(e),solving quadratic equations,high
0607_w15_qp_41.json,11(a),simultaneous equations,high
0607_w15_qp_41.json,11(b),solving linear equations,high
0607_w15_qp_42.json,1(a),topics in arithmetic,high
0607_w15_qp_42.json,1(b),topics in arithmetic,high
0607_w15_qp_42.json,1(c),topics in arithmetic,high
0607_w15_qp_42.json,2(a)(i),logarithms,high
0607_w15_qp_42.json,2(a)(ii),trigonometry,high
0607_w15_qp_42.json,2(b),solving linear equations,high
0607_w15_qp_42.json,3(a)(i),statistics,high
0607_w15_qp_42.json,3(a)(ii),statistics,high
0607_w15_qp_42.json,3(b)(i),statistics,high
0607_w15_qp_42.json,3(b)(ii),statistics,high
0607_w15_qp_42.json,4(a)(i),transformations,high
0607_w15_qp_42.json,4(a)(ii),transformations,high
0607_w15_qp_42.json,4(b),transformations,high
0607_w15_qp_42.json,5(a),sequences,high
0607_w15_qp_42.json,5(b),sequences,high
0607_w15_qp_42.json,6(a),statistics,high
0607_w15_qp_42.json,6(b),statistics,high
0607_w15_qp_42.json,6(c),statistics,high
0607_w15_qp_42.json,6(d)(i),statistics,high
0607_w15_qp_42.json,6(d)(ii),statistics,high
0607_w15_qp_42.json,6(d)(iii),statistics,high
0607_w15_qp_42.json,7(a)(i),functions,high
0607_w15_qp_42.json,7(a)(ii),functions,high
0607_w15_qp_42.json,7(a)(iii),functions,high
0607_w15_qp_42.json,7(b),inequalities,high
0607_w15_qp_42.json,8(a),topics in arithmetic,high
0607_w15_qp_42.json,8(b),topics in arithmetic,high
0607_w15_qp_42.json,8(c),topics in arithmetic,high
0607_w15_qp_42.json,9(a),topics in arithmetic,high
0607_w15_qp_42.json,9(b),topics in arithmetic,high
0607_w15_qp_42.json,9(c),expanding and factorising,high
0607_w15_qp_42.json,10(a)(i),probability,high
0607_w15_qp_42.json,10(a)(ii),probability,high
0607_w15_qp_42.json,10(a)(iii),probability,high
0607_w15_qp_42.json,10(b),probability,high
0607_w15_qp_42.json,11(a),simultaneous equations,high
0607_w15_qp_42.json,11(b),straight lines,high
0607_w15_qp_42.json,11(c),straight lines,high
0607_w15_qp_42.json,11(d),straight lines,high
0607_w15_qp_42.json,12(a),trigonometry,high
0607_w15_qp_42.json,12(b),trigonometry,high
0607_w15_qp_42.json,12(c),mensuration,high
0607_w15_qp_42.json,12(d),mensuration,high
0607_w15_qp_42.json,13(a)(i),functions,high
0607_w15_qp_42.json,13(a)(ii),functions,high
0607_w15_qp_42.json,13(a)(iii),functions,high
0607_w15_qp_42.json,13(b),functions,high
0607_w15_qp_42.json,13(c),transformations,high
0607_w15_qp_42.json,14(a),topics in arithmetic,high
0607_w15_qp_42.json,14(b),topics in arithmetic,high
0607_w15_qp_42.json,14(c)(i),solving quadratic equations,high
0607_w15_qp_42.json,14(c)(ii),solving quadratic equations,high
0607_w15_qp_42.json,14(c)(iii),topics in arithmetic,high
0607_w15_qp_42.json,15(a),inequalities,high
0607_w15_qp_42.json,15(b),logarithms,high
0607_w15_qp_43.json,1(a),trigonometry,high
0607_w15_qp_43.json,1(b),trigonometry,high
0607_w15_qp_43.json,1(c),trigonometry,high
0607_w15_qp_43.json,2(a),topics in arithmetic,high
0607_w15_qp_43.json,2(b),topics in arithmetic,high
0607_w15_qp_43.json,2(c)(i),topics in arithmetic,high
0607_w15_qp_43.json,2(c)(ii),logarithms,medium
0607_w15_qp_43.json,3(a)(i),statistics,high
0607_w15_qp_43.json,3(a)(ii),statistics,high
0607_w15_qp_43.json,3(a)(iii),statistics,high
0607_w15_qp_43.json,3(b),statistics,high
0607_w15_qp_43.json,4(a)(i),transformations,high
0607_w15_qp_43.json,4(a)(ii),transformations,high
0607_w15_qp_43.json,4(b)(i),similarity,high
0607_w15_qp_43.json,4(b)(ii),similarity,high
0607_w15_qp_43.json,5(a)(i),transformations,high
0607_w15_qp_43.json,5(a)(ii),transformations,high
0607_w15_qp_43.json,5(b)(i),transformations,high
0607_w15_qp_43.json,5(b)(ii),transformations,high
0607_w15_qp_43.json,5(c),transformations,high
0607_w15_qp_43.json,6(a),mensuration,high
0607_w15_qp_43.json,6(b)(i),mensuration,high
0607_w15_qp_43.json,6(b)(ii),mensuration,high
0607_w15_qp_43.json,7(a),topics in arithmetic,high
0607_w15_qp_43.json,7(b),variation and proportion,medium
0607_w15_qp_43.json,8(a)(i),inequalities,high
0607_w15_qp_43.json,8(a)(ii),inequalities,high
0607_w15_qp_43.json,8(b),solving quadratic equations,high
0607_w15_qp_43.json,8(c)(i),logarithms,high
0607_w15_qp_43.json,8(c)(ii),logarithms,high
0607_w15_qp_43.json,8(d),expanding and factorising,high
0607_w15_qp_43.json,9(a),angles,high
0607_w15_qp_43.json,9(b),angles,high
0607_w15_qp_43.json,9(c)(i),circle theorems,high
0607_w15_qp_43.json,9(c)(ii),circle theorems,high
0607_w15_qp_43.json,9(c)(iii),circle theorems,high
0607_w15_qp_43.json,10(a),probability,high
0607_w15_qp_43.json,10(b),probability,high
0607_w15_qp_43.json,10(c),probability,high
0607_w15_qp_43.json,11(a),functions,high
0607_w15_qp_43.json,11(b),functions,high
0607_w15_qp_43.json,11(c),expanding and factorising,high
0607_w15_qp_43.json,11(d)(i),functions,high
0607_w15_qp_43.json,11(d)(ii),functions,high
0607_w15_qp_43.json,11(e),transformations,high
0607_w15_qp_43.json,12(a),functions,high
0607_w15_qp_43.json,12(b)(i),functions,high
0607_w15_qp_43.json,12(b)(ii),functions,high
0607_w15_qp_43.json,12(c),inequalities,high
0607_w16_qp_21.json,1,variation and proportion,high
0607_w16_qp_21.json,2,transformations,high
0607_w16_qp_21.json,3(a),statistics,high
0607_w16_qp_21.json,3(b),statistics,high
0607_w16_qp_21.json,3(c),statistics,high
0607_w16_qp_21.json,4,topics in arithmetic,high
0607_w16_qp_21.json,5(a),solving linear equations,high
0607_w16_qp_21.json,5(b),solving linear equations,high
0607_w16_qp_21.json,6,topics in arithmetic,high
0607_w16_qp_21.json,7,angles,high
0607_w16_qp_21.json,8,circle theorems,high
0607_w16_qp_21.json,9,sets and Venn diagrams,high
0607_w16_qp_21.json,10,exponents and surds,high
0607_w16_qp_21.json,11,solving linear equations,high
0607_w16_qp_21.json,12,exponents and surds,high
0607_w16_qp_21.json,13,exponents and surds,high
0607_w16_qp_21.json,14,solving quadratic equations,high
0607_w16_qp_21.json,15,variation and proportion,high
0607_w16_qp_21.json,16,functions,high
0607_w16_qp_21.json,17(a),logarithms,high
0607_w16_qp_21.json,17(b),logarithms,high
0607_w16_qp_22.json,1,topics in arithmetic,high
0607_w16_qp_22.json,2,topics in arithmetic,high
0607_w16_qp_22.json,3(a),topics in arithmetic,high
0607_w16_qp_22.json,3(b),topics in arithmetic,high
0607_w16_qp_22.json,4(a),topics in arithmetic,high
0607_w16_qp_22.json,4(b),topics in arithmetic,high
0607_w16_qp_22.json,5(a),statistics,high
0607_w16_qp_22.json,5(b),statistics,high
0607_w16_qp_22.json,6(a),probability,high
0607_w16_qp_22.json,6(b),probability,high
0607_w16_qp_22.json,7(a),expanding and factorising,high
0607_w16_qp_22.json,7(b),expanding and factorising,high
0607_w16_qp_22.json,8,exponents and surds,high
0607_w16_qp_22.json,9,expanding and factorising,high
0607_w16_qp_22.json,10(a),exponents and surds,high
0607_w16_qp_22.json,10(b),exponents and surds,high
0607_w16_qp_22.json,11,straight lines,high
0607_w16_qp_22.json,12(a),variation and proportion,high
0607_w16_qp_22.json,12(b),variation and proportion,high
0607_w16_qp_23.json,1,sequences,high
0607_w16_qp_23.json,2,mensuration,high
0607_w16_qp_23.json,3(a),topics in arithmetic,high
0607_w16_qp_23.json,3(b),topics in arithmetic,high
0607_w16_qp_23.json,4,angles,high
0607_w16_qp_23.json,5,transformations,high
0607_w16_qp_23.json,6(a),statistics,high
0607_w16_qp_23.json,6(b),statistics,high
